0,Magnitude,Name,Time,Last Updated,TZ,URL,Details,Felt,CDI,MMI,Alert,Status,Tsunami,SIG,Net,Code,IDS,Sources,Types,NST,DMIN,RMS,GAP,MagType,Etype,Title,Location Type,Coordinates
836,3.8,Iceland,896610757160,1415322317395,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008p2y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008p2y&format=geojson,,,,,reviewed,0,222,us,p0008p2y,",usp0008p2y,",",us,",",origin,phase-data,",,,1.21,,mb,earthquake,M 3.8 - Iceland,Point,"[-16.452, 64.925, 10]"
837,,Iceland region,879023007040,1415322232826,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0008aaq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0008aaq&format=geojson,,,,,reviewed,0,0,us,p0008aaq,",usp0008aaq,",",us,",",origin,phase-data,",,,1.32,,,earthquake,M ? - Iceland region,Point,"[-26.111, 62.369, 10]"
838,4.5,Iceland region,875083290850,1415322210942,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00087y7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00087y7&format=geojson,,,,,reviewed,0,312,us,p00087y7,",usp00087y7,",",us,",",origin,phase-data,",,,1.22,,mb,earthquake,M 4.5 - Iceland region,Point,"[-26.264, 62.091, 10]"
839,4.4,Iceland region,875056848630,1415322210899,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00087xp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00087xp&format=geojson,,,,,reviewed,0,298,us,p00087xp,",usp00087xp,",",us,",",origin,phase-data,",,,0.99,,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.493, 62.11, 10]"
840,4.6,Iceland region,874770709380,1415322210139,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00087s4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00087s4&format=geojson,,,,,reviewed,0,326,us,p00087s4,",usp00087s4,",",us,",",origin,phase-data,",,,1.08,,mb,earthquake,M 4.6 - Iceland region,Point,"[-18.367, 66.238, 10]"
841,4.5,Iceland region,874769897740,1415322210129,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00087s2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00087s2&format=geojson,,,,,reviewed,0,312,us,p00087s2,",usp00087s2,",",us,",",origin,phase-data,",,,1.36,,mb,earthquake,M 4.5 - Iceland region,Point,"[-18.51, 66.222, 10]"
842,4.8,Iceland,872391862550,1415322200103,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00086n1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00086n1&format=geojson,,,,,reviewed,0,354,us,p00086n1,",usp00086n1,",",us,",",origin,phase-data,",,,1.08,,mb,earthquake,M 4.8 - Iceland,Point,"[-21.269, 64.002, 10]"
843,4.1,Iceland region,869589682240,1415322190027,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000856n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000856n&format=geojson,,,,,reviewed,0,259,us,p000856n,",usp000856n,",",us,",",origin,phase-data,",,,1.22,,mb,earthquake,M 4.1 - Iceland region,Point,"[-18.603, 66.273, 10]"
844,4.7,Iceland region,869588501060,1415322190011,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000856k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000856k&format=geojson,,,,,reviewed,0,340,us,p000856k,",usp000856k,",",us,",",origin,phase-data,",,,1.13,,mb,earthquake,M 4.7 - Iceland region,Point,"[-18.404, 66.291, 10]"
845,,Iceland region,869587584590,1415322190010,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000856j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000856j&format=geojson,,,,,reviewed,0,0,us,p000856j,",usp000856j,",",us,",",origin,phase-data,",,,0.6,,,earthquake,M ? - Iceland region,Point,"[-19.343, 66.262, 10]"
846,4.5,Iceland region,865277709060,1415322172913,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000832v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000832v&format=geojson,,,,,reviewed,0,312,us,p000832v,",usp000832v,",",us,",",origin,phase-data,",,,1.36,,mb,earthquake,M 4.5 - Iceland region,Point,"[-18.948, 68.299, 10]"
847,,Iceland region,865275490420,1415322172888,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000832r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000832r&format=geojson,,,,,reviewed,0,0,us,p000832r,",usp000832r,",",us,",",origin,phase-data,",,,1.17,,,earthquake,M ? - Iceland region,Point,"[-18.344, 68.307, 10]"
848,,Iceland region,865275396830,1415322172879,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000832q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000832q&format=geojson,,,,,reviewed,0,0,us,p000832q,",usp000832q,",",us,",",origin,phase-data,",,,1.28,,,earthquake,M ? - Iceland region,Point,"[-18.744, 68.237, 10]"
849,4.3,Iceland,861466098700,1415322156074,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00080u7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00080u7&format=geojson,,,,,reviewed,0,284,us,p00080u7,",usp00080u7,",",us,",",origin,phase-data,",,,1.0,,mb,earthquake,M 4.3 - Iceland,Point,"[-17.751, 64.342, 10]"
850,4.1,Iceland,860886284060,1415322153357,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00080ep,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00080ep&format=geojson,,,,,reviewed,0,259,us,p00080ep,",usp00080ep,",",us,",",origin,phase-data,",,,1.18,,mb,earthquake,M 4.1 - Iceland,Point,"[-21.358, 64.032, 10]"
851,3.0,Iceland,857709552030,1415322138294,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007yeb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007yeb&format=geojson,,,,,reviewed,0,138,us,p0007yeb,",usp0007yeb,",",us,",",origin,phase-data,",,,1.31,,mb,earthquake,M 3.0 - Iceland,Point,"[-17.996, 65.686, 10]"
852,4.2,Iceland region,857237367320,1415322135114,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007y36,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007y36&format=geojson,,,,,reviewed,0,271,us,p0007y36,",usp0007y36,",",us,",",origin,phase-data,",,,1.32,,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.016, 62.476, 10]"
853,4.4,Iceland region,856888487560,1415322131323,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007xt0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007xt0&format=geojson,,,,,reviewed,0,298,us,p0007xt0,",usp0007xt0,",",us,",",origin,phase-data,",,,1.24,,mb,earthquake,M 4.4 - Iceland region,Point,"[-24.648, 63.162, 10]"
854,4.0,Iceland region,856687502430,1415322130950,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007xpa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007xpa&format=geojson,,,,,reviewed,0,246,us,p0007xpa,",usp0007xpa,",",us,",",origin,phase-data,",,,1.05,,mb,earthquake,M 4.0 - Iceland region,Point,"[-21.93, 63.986, 10]"
855,3.9,Iceland region,856658147100,1415322130911,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007xnv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007xnv&format=geojson,,,,,reviewed,0,234,us,p0007xnv,",usp0007xnv,",",us,",",origin,phase-data,",,,1.1,,mb,earthquake,M 3.9 - Iceland region,Point,"[-21.972, 63.908, 10]"
856,,Iceland,855454073570,1415322127648,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007wyw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007wyw&format=geojson,,,,,reviewed,0,0,us,p0007wyw,",usp0007wyw,",",us,",",origin,phase-data,",,,1.17,,,earthquake,M ? - Iceland,Point,"[-17.811, 64.338, 10]"
857,4.3,Iceland region,853475341950,1415322118230,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007vyq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007vyq&format=geojson,,,,,reviewed,0,284,us,p0007vyq,",usp0007vyq,",",us,",",origin,phase-data,",,,0.95,,mb,earthquake,M 4.3 - Iceland region,Point,"[-17.039, 68.827, 10]"
858,4.1,Iceland region,852555509660,1415322116591,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007vj7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007vj7&format=geojson,,,,,reviewed,0,259,us,p0007vj7,",usp0007vj7,",",us,",",origin,phase-data,",,,1.24,,mb,earthquake,M 4.1 - Iceland region,Point,"[-26.262, 62.201, 10]"
859,4.3,Iceland region,852554108110,1415322116588,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007vj6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007vj6&format=geojson,,,,,reviewed,0,284,us,p0007vj6,",usp0007vj6,",",us,",",origin,phase-data,",,,1.25,,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.53, 62.178, 10]"
860,4.4,Iceland region,852550060050,1415322116584,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007vj5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007vj5&format=geojson,,,,,reviewed,0,298,us,p0007vj5,",usp0007vj5,",",us,",",origin,phase-data,",,,1.18,,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.408, 62.189, 10]"
861,4.3,Iceland region,852549748230,1415322116581,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007vj4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007vj4&format=geojson,,,,,reviewed,0,284,us,p0007vj4,",usp0007vj4,",",us,",",origin,phase-data,",,,1.15,,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.364, 62.404, 10]"
862,4.2,Iceland region,852548306910,1415322116576,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007vj2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007vj2&format=geojson,,,,,reviewed,0,271,us,p0007vj2,",usp0007vj2,",",us,",",origin,phase-data,",,,1.3,,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.311, 62.181, 10]"
863,4.2,Iceland,852252680040,1415322114869,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007vcu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007vcu&format=geojson,,,,,reviewed,0,271,us,p0007vcu,",usp0007vcu,",",us,",",origin,phase-data,",,,1.19,,mb,earthquake,M 4.2 - Iceland,Point,"[-18.109, 64.089, 10]"
864,4.3,Iceland,845326797450,1415322082677,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007rdk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007rdk&format=geojson,,,,,reviewed,0,284,us,p0007rdk,",usp0007rdk,",",us,",",origin,phase-data,",,,1.49,,mb,earthquake,M 4.3 - Iceland,Point,"[-21.175, 64.047, 10]"
865,4.5,Iceland,844348101080,1415322079284,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qwg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qwg&format=geojson,,,,,reviewed,0,312,us,p0007qwg,",usp0007qwg,",",us,",",origin,phase-data,",,,0.86,,mb,earthquake,M 4.5 - Iceland,Point,"[-17.716, 64.532, 10]"
866,4.5,Iceland,844262243270,1415322078663,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007quy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007quy&format=geojson,,,,,reviewed,0,312,us,p0007quy,",usp0007quy,",",us,",",origin,phase-data,",,,1.09,,mb,earthquake,M 4.5 - Iceland,Point,"[-17.757, 64.546, 10]"
867,4.3,Iceland,844249213210,1415322078428,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qum,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qum&format=geojson,,,,,reviewed,0,284,us,p0007qum,",usp0007qum,",",us,",",origin,phase-data,",,,0.92,,mb,earthquake,M 4.3 - Iceland,Point,"[-17.503, 64.591, 10]"
868,3.4,Iceland,844230234120,1415322078338,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qua,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qua&format=geojson,,,,,reviewed,0,178,us,p0007qua,",usp0007qua,",",us,",",origin,phase-data,",,,0.6,,mb,earthquake,M 3.4 - Iceland,Point,"[-18.764, 63.827, 10]"
869,4.0,Iceland,844223818230,1415322078308,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qu6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qu6&format=geojson,,,,,reviewed,0,246,us,p0007qu6,",usp0007qu6,",",us,",",origin,phase-data,",,,1.51,,mb,earthquake,M 4.0 - Iceland,Point,"[-18.558, 63.781, 10]"
870,4.0,Iceland,844208741690,1415322078130,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qu0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qu0&format=geojson,,,,,reviewed,0,246,us,p0007qu0,",usp0007qu0,",",us,",",origin,phase-data,",,,1.25,,mb,earthquake,M 4.0 - Iceland,Point,"[-17.985, 64.142, 10]"
871,3.3,Iceland,844181269000,1415322077487,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qtg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qtg&format=geojson,,,,,reviewed,0,168,us,p0007qtg,",usp0007qtg,",",us,",",origin,phase-data,",,,0.79,,mb,earthquake,M 3.3 - Iceland,Point,"[-17.975, 64.459, 10]"
872,4.2,Iceland,844146469280,1415322076959,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qsr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qsr&format=geojson,,,,,reviewed,0,271,us,p0007qsr,",usp0007qsr,",",us,",",origin,phase-data,",,,1.44,,mb,earthquake,M 4.2 - Iceland,Point,"[-17.864, 64.35, 10]"
873,4.2,Iceland,844074447430,1415322074887,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qrk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qrk&format=geojson,,,,,reviewed,0,271,us,p0007qrk,",usp0007qrk,",",us,",",origin,phase-data,",,,0.91,,mb,earthquake,M 4.2 - Iceland,Point,"[-18.395, 63.83, 10]"
874,4.4,Iceland,844004354880,1415322074694,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qpu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qpu&format=geojson,,,,,reviewed,0,298,us,p0007qpu,",usp0007qpu,",",us,",",origin,phase-data,",,,1.0,,mb,earthquake,M 4.4 - Iceland,Point,"[-17.761, 64.437, 10]"
875,4.2,Iceland,844003736060,1415322074693,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qpt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qpt&format=geojson,,,,,reviewed,0,271,us,p0007qpt,",usp0007qpt,",",us,",",origin,phase-data,",,,1.41,,mb,earthquake,M 4.2 - Iceland,Point,"[-17.905, 64.391, 10]"
876,4.1,Iceland,844003289660,1415322074690,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qpr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qpr&format=geojson,,,,,reviewed,0,259,us,p0007qpr,",usp0007qpr,",",us,",",origin,phase-data,",,,1.22,,mb,earthquake,M 4.1 - Iceland,Point,"[-17.866, 64.463, 10]"
877,4.0,Iceland,844003097640,1415322074688,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qpq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qpq&format=geojson,,,,,reviewed,0,246,us,p0007qpq,",usp0007qpq,",",us,",",origin,phase-data,",,,0.69,,mb,earthquake,M 4.0 - Iceland,Point,"[-18.087, 64.45, 10]"
878,4.1,Iceland,844002119800,1415322074684,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qpn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qpn&format=geojson,,,,,reviewed,0,259,us,p0007qpn,",usp0007qpn,",",us,",",origin,phase-data,",,,0.86,,mb,earthquake,M 4.1 - Iceland,Point,"[-17.929, 64.426, 10]"
879,4.3,Iceland,844001238170,1415322074680,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qpm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qpm&format=geojson,,,,,reviewed,0,284,us,p0007qpm,",usp0007qpm,",",us,",",origin,phase-data,",,,1.0,,mb,earthquake,M 4.3 - Iceland,Point,"[-17.849, 64.589, 10]"
880,5.6,Iceland,843994098970,1478734570928,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007qpc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007qpc&format=geojson,,,,,reviewed,0,482,us,p0007qpc,",gcmtb092996d,usp0007qpc,gcmt19960929104818,",",gcmt,us,gcmt,",",focal-mechanism,moment-tensor,origin,phase-data,",,,1.27,,mwc,earthquake,M 5.6 - Iceland,Point,"[-17.566, 64.782, 10]"
881,3.7,Iceland,838173137500,1415322050049,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007mh7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007mh7&format=geojson,,,,,reviewed,0,211,us,p0007mh7,",usp0007mh7,",",us,",",origin,phase-data,",,,1.3,,mb,earthquake,M 3.7 - Iceland,Point,"[-17.993, 64.263, 10]"
882,3.6,Iceland,832799267130,1415322028697,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007hpq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007hpq&format=geojson,,,,,reviewed,0,199,us,p0007hpq,",usp0007hpq,",",us,",",origin,phase-data,",,,1.2,,mb,earthquake,M 3.6 - Iceland,Point,"[-17.446, 64.958, 10]"
883,3.9,Jan Mayen Island region,830935576700,1415322021835,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007gsx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007gsx&format=geojson,,,,,reviewed,0,234,us,p0007gsx,",usp0007gsx,",",us,",",origin,phase-data,",,,0.8,,mb,earthquake,M 3.9 - Jan Mayen Island region,Point,"[-16.414, 69.169, 10]"
884,3.7,Iceland region,827827497460,1415322008596,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007fa9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007fa9&format=geojson,,,,,reviewed,0,211,us,p0007fa9,",usp0007fa9,",",us,",",origin,phase-data,",,,1.1,,mb,earthquake,M 3.7 - Iceland region,Point,"[-17.85, 68.984, 10]"
885,3.2,Iceland region,827748724110,1415322008499,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007f97,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007f97&format=geojson,,,,,reviewed,0,158,us,p0007f97,",usp0007f97,",",us,",",origin,phase-data,",,,1.5,,mb,earthquake,M 3.2 - Iceland region,Point,"[-18.502, 68.048, 10]"
886,4.0,Iceland region,827721944070,1415322008410,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007f8m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007f8m&format=geojson,,,,,reviewed,0,246,us,p0007f8m,",usp0007f8m,",",us,",",origin,phase-data,",,,1.2,,mb,earthquake,M 4.0 - Iceland region,Point,"[-16.649, 68.938, 10]"
887,3.9,Iceland,826968897470,1415322006692,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007euy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007euy&format=geojson,,,,,reviewed,0,234,us,p0007euy,",usp0007euy,",",us,",",origin,phase-data,",,,1.5,,mb,earthquake,M 3.9 - Iceland,Point,"[-18.068, 64.346, 10]"
888,3.2,Iceland,823990224290,1415321992249,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0007cqd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0007cqd&format=geojson,,,,,reviewed,0,158,us,p0007cqd,",usp0007cqd,",",us,",",origin,phase-data,",,,1.0,,mb,earthquake,M 3.2 - Iceland,Point,"[-17.771, 64.468, 10]"
889,4.9,Iceland,818659366630,1415321965372,,https://earthquake.usgs.gov/earthquakes/eventpage/usp00078sy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00078sy&format=geojson,,,,,reviewed,0,369,us,p00078sy,",usp00078sy,",",us,",",origin,phase-data,",,,0.9,,mb,earthquake,M 4.9 - Iceland,Point,"[-17.792, 64.55, 10]"
890,4.3,Iceland,816659783880,1415321951639,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000771g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000771g&format=geojson,,,,,reviewed,0,284,us,p000771g,",usp000771g,",",us,",",origin,phase-data,",,,1.2,,mb,earthquake,M 4.3 - Iceland,Point,"[-17.419, 64.647, 10]"
891,4.3,Iceland,813597256390,1415321937202,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000752x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000752x&format=geojson,,,,,reviewed,0,284,us,p000752x,",usp000752x,",",us,",",origin,phase-data,",,,1.0,,mb,earthquake,M 4.3 - Iceland,Point,"[-17.952, 64.5, 10]"
892,4.0,Iceland region,803262495150,1415321889191,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006z5p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006z5p&format=geojson,,,,,reviewed,0,246,us,p0006z5p,",usp0006z5p,",",us,",",origin,phase-data,",,,0.9,,mb,earthquake,M 4.0 - Iceland region,Point,"[-18.474, 68.08, 10]"
893,4.3,Iceland region,793660108540,1415321842609,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006tft,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006tft&format=geojson,,,,,reviewed,0,284,us,p0006tft,",usp0006tft,",",us,",",origin,phase-data,",,,1.2,,mb,earthquake,M 4.3 - Iceland region,Point,"[-18.34, 68.141, 10]"
894,4.6,Iceland region,791740038540,1415321835930,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006s90,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006s90&format=geojson,,,,,reviewed,0,326,us,p0006s90,",usp0006s90,",",us,",",origin,phase-data,",,,1.0,,mb,earthquake,M 4.6 - Iceland region,Point,"[-25.581, 62.415, 10]"
895,4.3,Iceland region,787967457730,1415321818913,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006q8p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006q8p&format=geojson,,,,,reviewed,0,284,us,p0006q8p,",usp0006q8p,",",us,",",origin,phase-data,",,,1.4,,mb,earthquake,M 4.3 - Iceland region,Point,"[-17.751, 68.554, 10]"
896,4.2,Iceland,785202840860,1415321808550,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006nwg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006nwg&format=geojson,,,,,reviewed,0,271,us,p0006nwg,",usp0006nwg,",",us,",",origin,phase-data,",,,1.1,,mb,earthquake,M 4.2 - Iceland,Point,"[-19.163, 64.447, 10]"
897,4.3,Iceland,777400819900,1415321766593,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006h84,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006h84&format=geojson,,,,,reviewed,0,284,us,p0006h84,",usp0006h84,",",us,",",origin,phase-data,",,,1.1,,mb,earthquake,M 4.3 - Iceland,Point,"[-22.948, 64.088, 10]"
898,4.2,Iceland,774837910790,1415321753374,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006fz9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006fz9&format=geojson,,,,,reviewed,0,271,us,p0006fz9,",usp0006fz9,",",us,",",origin,phase-data,",,,0.9,,mb,earthquake,M 4.2 - Iceland,Point,"[-20.529, 64.667, 10]"
899,4.2,Iceland region,770426594070,1415321733283,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006dfd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006dfd&format=geojson,,,,,reviewed,0,271,us,p0006dfd,",usp0006dfd,",",us,",",origin,phase-data,",,,1.3,,mb,earthquake,M 4.2 - Iceland region,Point,"[-20.854, 68.034, 10]"
900,5.4,Iceland,768114889770,1478730446535,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006c3z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006c3z&format=geojson,,,,,reviewed,0,449,us,p0006c3z,",choy19940505051449,gcmtb050594b,usp0006c3z,gcmt19940505051450,",",choy,gcmt,us,gcmt,",",focal-mechanism,impact-text,origin,phase-data,",,,1.1,,mw,earthquake,M 5.4 - Iceland,Point,"[-17.482, 64.578, 8.6]"
901,5.5,Iceland region,760678074900,1478728210259,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000686x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000686x&format=geojson,,,,,reviewed,0,465,us,p000686x,",gcmtb020894c,usp000686x,gcmt19940208032754,",",gcmt,us,gcmt,",",focal-mechanism,impact-text,origin,phase-data,",,,1.0,,mw,earthquake,M 5.5 - Iceland region,Point,"[-19.22, 66.512, 10]"
902,4.2,Iceland,746567948090,1415321629517,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005zdc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005zdc&format=geojson,,,,,reviewed,0,271,us,p0005zdc,",usp0005zdc,",",us,",",origin,phase-data,",,,1.2,,mb,earthquake,M 4.2 - Iceland,Point,"[-18.216, 65.915, 10]"
903,5.3,Iceland,740752425040,1478731757725,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005v0j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005v0j&format=geojson,,,,,reviewed,0,432,us,p0005v0j,",gcmtb062293a,usp0005v0j,gcmt19930622123347,",",gcmt,us,gcmt,",",focal-mechanism,impact-text,origin,phase-data,",,,0.9,,mw,earthquake,M 5.3 - Iceland,Point,"[-17.543, 64.624, 5]"
904,3.8,Iceland region,734838507350,1415321569203,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005r6k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005r6k&format=geojson,,,,,reviewed,0,222,us,p0005r6k,",usp0005r6k,",",us,",",origin,phase-data,",,,0.6,,mb,earthquake,M 3.8 - Iceland region,Point,"[-18.676, 68.075, 10]"
905,4.3,Iceland region,725459001560,1415321525587,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005jxy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005jxy&format=geojson,,,,,reviewed,0,284,us,p0005jxy,",usp0005jxy,",",us,",",origin,phase-data,",,,0.9,,mb,earthquake,M 4.3 - Iceland region,Point,"[-21.411, 63.997, 10]"
906,5.6,Iceland,717486350630,1478734487840,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ehq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005ehq&format=geojson,,,,,reviewed,0,482,us,p0005ehq,",gcmtb092692a,usp0005ehq,gcmt19920926054550,iscgem274670,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,",,,1.2,,mw,earthquake,M 5.6 - Iceland,Point,"[-17.594, 64.78, 10]"
